file,generation time,test time,blocktest count,actual test count,USEABLE,total_time
3redronin-mu-server-69683cf8009d7a0ac52452fd4b0abe06ffd0bf87-Http2Connection,1870,2002,1001,1000,TRUE,3.872
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-SimpleXMLParser,3686,1960,6001,6000,TRUE,5.646
albfernandez-itext2-5ac684e2140a3d9a5b4c34dfd2639dcc87884ad0-TiffImage,2898,1757,3001,3000,TRUE,4.655
alibaba-compileflow-e96a05224f71bf4aa3d9fb37bba85764b2fc153f-PluginManager,2719,2428,4001,4000,TRUE,5.147
apache-commons-codec-634ac7caba17b3610e8fe3dd19f9f05faf4d1f94-Rule,3831,30529,7001,7000,TRUE,34.36
apache-commons-imaging-d3b3b534198d2b0b631379515e2b53905b425e70-JpegImageParser,3069,11229,4001,4000,TRUE,14.298
apache-dubbo-hessian-lite-ca001b4658227d5122f85bcb45032a0dac4faf0d-Hessian2Input,4285,2190,8001,6000,TRUE,6.475
apache-sling-org-apache-sling-servlets-resolver-75e62e657fc0b2dbbc90287cba23a24116152fce-BundledScriptTracker,10338,4954,13001,13000,TRUE,15.292
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImage,4045,5969,5001,5000,TRUE,10.014
apache-xmlgraphics-commons-d5d782f9fce99774ef206a4a4437fc86f711d9d9-TIFFImageEncoder,4504,2895,8001,8000,TRUE,7.399
attoparser-attoparser-e1049dcd8261fe315b679029e711a9f5ea03f1cc-MarkupSelectorItems,6123,3103,10001,10000,TRUE,9.226
awslabs-aws-glue-catalog-sync-agent-for-hive-2ba77e5718c5b1988e711fac37966b40665bc385-HiveGlueCatalogSyncAgent,3162,2594,4001,4000,TRUE,5.756
Azure-azure-functions-java-worker-c92d38cdeb867f2f7e2ae9b2515c32c2ecfd1e41-BindingDataStore,1820,6668,1001,1000,TRUE,8.488
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-ProxyClient,2815,1542,2001,2000,TRUE,4.357
Azure-Samples-cassandra-proxy-f184bcaa612808ad9348a629330cc6bc94c13105-Proxy,3659,2053,5001,5000,TRUE,5.712
ben-xo-cdjscrobbler-921fe5394227f1f602174b7c8935697904128d53-UpdateListener,2179,1500,1001,1000,TRUE,3.679
blackbeard334-djoom3-64362645420c99ac621b051a678de96883e2a329-Window,4297,1826,5001,5000,TRUE,6.123
bruceran-krpc-33c83d78574a472e3cbfc75afa87ec57253cc90c-Bootstrap,2940,1649,3001,3000,TRUE,4.589
chengdedeng-waf-9ba9a18857154830a35e3b10d111d025208f73ef-CCSecurity,2228,4841,2001,2000,TRUE,7.069
darmiel-eeee-f4114a3bf831ae88f6cca606f4d0f93ac09cc210-EntryMethod,1744,2299,1001,1000,TRUE,4.043
datadotworld-dw-jdbc-ac4f7d8a457dce89cbaa9eb33994304e5504fda1-SparqlResultsParser,2960,2332,5001,5000,TRUE,5.292
delthas-JavaMP3-8b42e48a549813b43c99db9fef525286c888a082-Decoder,3340,2097,1001,1000,TRUE,5.437
erdtman-java-json-canonicalization-535ab0075405f6aafb96a4197f943838130666d3-NumberDToA,3792,2031,5001,5000,TRUE,5.823
errai-errai-d2edc4632373096f8d81c93f18cd874fa5501b90-JsTypeAntiInliningExtension,-1,-1,0,-1,FALSE,-0.002
EsotericSoftware-yamlbeans-763726d51c99824218051e485e1b44f7477456fa-YamlReader,2983,2004,4001,4000,TRUE,4.987
f4b6a3-uuid-creator-f9e6e6d02ecc8dac16a56e4fab1bd24caec8171c-TimeOrderedEpochFactory,2738,1869,2001,2000,TRUE,4.607
finmath-finmath-lib-ad5d22e93e335cd88c95f8f2d7ba6336e3947e68-Black76Model,-1,-1,0,-1,FALSE,-0.002
fizzed-jne-199d45bd8728807b61356fd1c0f17079b567ed60-JavaHomes,2212,4788,2001,2000,TRUE,7
gabrie-allaigre-sonar-gitlab-plugin-1a6b20737c0e034fed35f555442fa493c6268e9f-GitLabApiV3Wrapper,2921,3664,3001,3000,TRUE,6.585
gabrie-allaigre-sonar-gitlab-plugin-1a6b20737c0e034fed35f555442fa493c6268e9f-GitLabApiV4Wrapper,3789,3729,3001,3000,TRUE,7.518
googleapis-disco-to-proto3-converter-32cf5993853b1218e97e54c556f3922f49014eb8-DocumentToProtoConverter,2305,1515,2001,2000,TRUE,3.82
graphstream-gs-core-950b87280075f92a85b564b47ce6522ced5ba53a-StyleSheetParserTokenManager,5116,4179,7001,7000,TRUE,9.295
hageldave-ezFFTW-20d97041dfde6731bbfc02980cf2b581c62161ec-FFTTest,2389,7029,2001,2000,TRUE,9.418
Harium-keel-bb6a1cf5104d609399ddf9a803ae60d6caee7a3b-SingularValueDecomposition,10000,2855,11001,11000,TRUE,12.855
HelixNetwork-pendulum-919ae1df7ca4359aad6b9a4575beb9d3ca4de8ef-SnapshotServiceImpl,-1,-1,0,-1,FALSE,-0.002
heroku-heroku-jvm-application-deployer-ffd498f1a94853b30bc0275a6ef495f2ec3a11f7-Main,2319,2180,2001,2000,TRUE,4.499
hoijui-Jawk-33cfbc2bc14bc9c75fedccbe2963ef26b61543dc-AVM,2657,2262,21001,11000,TRUE,4.919
hoijui-Jawk-33cfbc2bc14bc9c75fedccbe2963ef26b61543dc-AwkParser,3600,2194,5001,5000,TRUE,5.794
iamazy-elasticsearch-sql2-05a7743fb2bb70816f8255a7e7b3086374b15d8c-BinaryQueryParser,2403,2212,2001,2000,TRUE,4.615
iipc-jwarc-e4ff0fe435c378b68b482a3ca1502b70b33fe872-WarcFilterCompiler,2590,1646,3001,3000,TRUE,4.236
iotaledger-cliri-1f974cafb1c17d96ae7e0a6856f563dcf3794238-Node,2609,2790,2001,2000,TRUE,5.399
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleSQLDataTypeTransformUtil,2180,1623,2001,2000,TRUE,3.803
Isaac315-sql-translator-78f3fb0091c94563a640ef672de3e75e2b5c3bb2-OracleToMySqlFunctionTransform,3750,1899,4001,4000,TRUE,5.649
jahlborn-jackcess-22bf8a8642c84fc500f5c66ef59de1f7211f93a3-FormatUtil,2890,4399,4001,4000,TRUE,7.289
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-BMPImageWriter,3026,2623,4001,4000,TRUE,5.649
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-PNMImageWriter,4354,2682,5001,5000,TRUE,7.036
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-RawRenderedImage,4289,2629,4001,4000,TRUE,6.918
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFDecompressor,3695,2530,3001,3000,TRUE,6.225
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageMetadata,2388,2461,1001,1000,TRUE,4.849
jai-imageio-jai-imageio-core-f81bc1ab19faa210ad289c6ae2588bc1157fd07a-TIFFImageWriter,5036,2830,7001,7000,TRUE,7.866
jano7-executor-afa9dd02560c69e26f4addcd5b68500c5e95241b-KeySequentialBoundedExecutorTest,1714,3003816,1001,1000,TRUE,3005.53
jenkins-infra-update-center2-5b1203f26470aa07d226974b599e53315a270a92-TieredUpdateSitesGenerator,1778,1986,2001,2000,TRUE,3.764
jessin20161124-miniDubboOpen-a02a5c2b393456861401b14057752fb22a7308ab-FastjsonSerializer,1743,1823,1001,1000,TRUE,3.566
jetlang-remoting-505aadcc72f28bdf1796ce6fc5b490cece2e5375-JetlangTcpClient,1781,2108,1001,1000,TRUE,3.889
jruby-jcodings-4eb6216f88f2b4ce80b555cc58e3f86e88b72c86-Transcoding,3268,2134,4001,4000,TRUE,5.402
jruby-joni-d4696c4f6dcdd1484895abae4b9b3c62874759e1-Lexer,2546,2022,2001,2000,TRUE,4.568
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-Lexer,2122,2122,2001,2000,TRUE,4.244
jtidy-jtidy-aade7c5a6c1007d013859ac95378a2d469f5e254-PPrint,5172,2303,5001,5000,TRUE,7.475
junichi11-netbeans-color-codes-preview-97a0262a3c15ab5842c43b68019e1e355ad7d3a8-ColorCodesPanel,2530,2175,1001,1000,TRUE,4.705
keighrim-mae-annotation-a4bf15aaad14f80b4c6a076bd01c58f6e4d07000-FontHandler,1746,1764,1001,1000,TRUE,3.51
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionFormMapper,2099,1716,1001,1000,TRUE,3.815
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-ActionValidator,2098,1724,3001,3000,TRUE,3.822
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RequestLoggingFilter,2385,1611,1001,1000,TRUE,3.996
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-RestfulStructuredMethodVerifier,1717,1671,2001,2000,TRUE,3.388
lastaflute-lastaflute-01201e2eee995053bf6f9febcf58ace01ed38c30-SimpleAsyncManager,2154,1707,2001,2000,TRUE,3.861
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-ConnectionInfo,1993,1920,2001,2000,TRUE,3.913
leonhad-paradoxdriver-de3a6ad18b6c7f1d461383876339dc8086beaead-SelectPlan,1899,2766,1001,1000,TRUE,4.665
lettuce-io-lettuce-core-761d60247159662ce1db8bc20318bc4b573bc010-StatefulRedisConnectionImpl,1859,6658,2001,2000,TRUE,8.517
loehndorf-scengen-5e11067f76f5631a31b75f823cd3666a769b098f-Generator,5342,2552,8001,8000,TRUE,7.894
logpresso-CVE-2021-44228-Scanner-35c37dd6941d6b77d103229302cadd473b97a816-Configuration,3410,1731,5001,5000,TRUE,5.141
lzgabel-camunda-cloud-bpmn-converter-5a301723aa17c90a090c235f91d5491a1f7c249f-IntermediateCatchEventProcessor,3016,4783,2001,2000,TRUE,7.799
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-regionName,2617,2022,2001,2000,TRUE,4.639
maxmind-geoip-api-java-0ed8a38981512667533d47204486aae0278a1bc8-timeZone,37170,7347,24001,24000,TRUE,44.517
messai-engineering-Yuga-40b006970e6e9a1eb5fc13e739f22232c683a965-Yuga,2418,2561,2001,1000,TRUE,4.979
meteoinfo-wContour-dade1e866bf3d3eab56bd09f2b1dcdac5c1ee6f6-Contour,37007,5495,24001,24000,TRUE,42.502
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-CalcFileWriter,2692,2496,3001,3000,TRUE,5.188
mojohaus-license-maven-plugin-b9ec9b85e32fa978b8bdd9aee018b0bf94a518fe-ExcelFileWriter,2721,2471,3001,3000,TRUE,5.192
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-AbstractParser,1948,2007,1001,1000,TRUE,3.955
mvel-mvel-236d37bc78a158553592afedbbf1aa27815efb78-ASMAccessorOptimizer,4040,2345,4001,4000,TRUE,6.385
narupley-not-going-to-be-commons-ssl-346bb4e8481316687a643219800a398ecd8f62a8-PKCS8Key,3864,2560,6001,6000,TRUE,6.424
nothingax-micro-DB-1bbae368f7670f94130606fa65bcbc8ccbb89b98-Aggregate,2114,2019,2001,2000,TRUE,4.133
OpenLiberty-ci.common-b48d061d33b28b6dd5d48f52f25e032e3fc45614-DevUtil,3488,1720,5001,5000,TRUE,5.208
OWASP-json-sanitizer-fc612ab374de73d03864d56fb87b6a103b234489-JsonSanitizer,11161,3389,14001,14000,TRUE,14.55
package-url-packageurl-java-47351deccffb9394df42b913f59ffc00741af0b6-PackageURL,1821,1691,1001,1000,TRUE,3.512
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerKnownPosition,2147,1679,1001,1000,TRUE,3.826
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPool,2182,1672,1001,1000,TRUE,3.854
PawelGorny-lostword-8e66ab8737a5119a21cef6c948ae7b48f00fdb91-WorkerPrintSeeds,2865,1714,1001,1000,TRUE,4.579
PeterisP-morphology-1195adb7bb994292e5b06f2b20f4feb6191ca951-Mijas,20711,4710,18001,9000,TRUE,25.421
pfmiles-min-velocity-4e8ec4f64681c1d6941bf8d90a51849e87b86cf5-ParserTokenManager,2048,1424,1001,1000,TRUE,3.472
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-ExpressionParser,3377,1898,4001,4000,TRUE,5.275
pvto-konte-art-03c969d8fd62ba3c7175a840e6a785049183f4b6-Parser,26692,5197,21001,1000,TRUE,31.889
ripreal-V8LogScanner-3789156a0ab07c4b2cdd91e8165ca733ecc01905-CmdAddGroupBy,1748,2040,1001,1000,TRUE,3.788
sbesada-java.math.expression.parser-cc92f58f6074b21cf6f5d4056b7f7cc5168f50af-ComplexFunction,1969,1403,1001,1000,TRUE,3.372
smola-galimatias-0771a10ef5021181fc172b95ac39e9f4c7ada2e8-URLParser,5026,1932,7001,2000,TRUE,6.958
SoftEngResearch-imop-fc59fb1ef0b8478e795bb6dc29bef66a3a255d43-DynamicDepsBuilder,4653,3327,7001,7000,TRUE,7.98
SoftEngResearch-imop-fc59fb1ef0b8478e795bb6dc29bef66a3a255d43-IncrementalJarCleaner,8905,3678,12001,12000,TRUE,12.583
SoftEngResearch-imop-fc59fb1ef0b8478e795bb6dc29bef66a3a255d43-JDeps,2726,2157,4001,4000,TRUE,4.883
spullara-java-future-jdk8-5925719802af19ccc6602651fc243b2ff3726b4b-CompletableFutureTest,2581,1493,3001,3000,TRUE,4.074
sranka-jdbcimage-4b16de3a349a30e5d69633a0fea6e08d486392b9-MainToolBase,1817,2003,1001,1000,TRUE,3.82
StarlangSoftware-Corpus-c0b50a746e5179df1b236273bcf1ec6d1cc988c7-SentenceSplitter,14149,3088,14001,14000,TRUE,17.237
StarlangSoftware-TurkishMorphologicalAnalysis-26450b47db92b64580a2bfa4a0d7d0bce38edd49-Transition,4446,2090,8001,8000,TRUE,6.536
StarlangSoftware-TurkishMorphologicalDisambiguation-bf8dbc2cd835c67178eb896939ad1009b6743486-AutoDisambiguator,3297,2403590,3001,3000,TRUE,2406.887
STEMLab-JIneditor-ccca7bec12fe58583d25da0d13ae038b27d34424-CanvasPanel,4811,2746,6001,6000,TRUE,7.557
streamx-co-ExTree-2cb6b78c0eb4dc25fa81f582641b5464779a93fa-ExpressionMethodVisitor,3489,5301,3001,3000,TRUE,8.79
streamx-co-FluentJPA-064ce0b468b63fa07aecb0cfc2d352108af1cb40-DSLInterpreter,6475,49467,10001,10000,TRUE,55.942
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-CharacterClass,14123,3804,15001,15000,TRUE,17.927
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Matcher,2507,1814,2001,2000,TRUE,4.321
tommyettinger-RegExodus-48a8167a5dc1e381fc741fabd425965a22aa1503-Term,11306,3306,13001,13000,TRUE,14.612
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Lexer,2123,4948,2001,2000,TRUE,7.071
tud-fop-j-Algo-f59fbbd9ccc3f41d6866fda44324622e2b47eef2-C00Parser,5948,5391,7001,7000,TRUE,11.339
tvesalainen-bcc-8bfbb307418a422d57370b2df12fdfb1126f3407-ByteCodeDump,1977,1600,1001,1000,TRUE,3.577
vangj-jbayes-4f3a542a4cab356b2b4a3d5d735ae0346429ef2d-Evidence,2238,1658,3001,3000,TRUE,3.896
vincentrussell-java-ini-parser-954dd3836aa39dd170202f95e356da1eb86c894d-Ini,1813,1476,1001,1000,TRUE,3.289
vizor-games-infraworld-cornerstone-2f8c792393fd8bbfc09d5bfdd36114230f64aa5c-CastGenerator,2453,1840,2001,2000,TRUE,4.293
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-DoubleFormatter,2202,2224,3001,3000,TRUE,4.426
vmzakharov-dataframe-ec-b5cef516c1f02207399f751ba922f9e5347f8f3c-LongFormatter,2233,2213,3001,3000,TRUE,4.446
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-KeyMapper,2224,3020,1001,1000,TRUE,5.244
wso2-config-mapper-353b0829d3bf3dae92312dea6ff1dddff9a74fe6-Validator,3179,3612,3001,3000,TRUE,6.791
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-ProblemDataHandler,3315,2711,6001,6000,TRUE,6.026
xcsp3team-XCSP3-Java-Tools-1567b06e77cb2a8b73a1ce65e4773cbf08f59ce0-XParser,2652,1758,2001,2000,TRUE,4.41
ysc-word-daa57fa34645e39c6e0214d1f4698134963b65be-ChineseWordTokenizer,2401,3235,4001,4000,TRUE,5.636
Zettelkasten-Team-Zettelkasten-b68dc7638b9f9287c9528d4171a9014e8ba3eed3-ImportFromZkn,16370,37127,14001,14000,TRUE,53.497
